"Create New Order for %s in %s","Criar nova compra para %s em %s"
"Create New Order for New Customer","Criar nova compra para novo cliente"
"Create New Order for New Customer in %s","Criar nova compra para novo cliente em %s"
"Create new invoice for order","Criar nova fatura para a compra"
"Create new shipment for order","Criar nova postagem para a compra"
"Create New Customer","Criar novo cliente"
"Create Shipment","Criar postagem"
"Coupons","Cupons"
"Total Shipping Charges","Custo total do envio"
"Date","Data"
"Order Date","Data da compra"
"Order Date (%s)","Data da compra (%s)"
"Order Date: ","Data da compra:"
"Invoice Date","Data da fatura"
"Date Shipped","Data de envio"
"Date of Birth","Data de nascimento"
"Order Date: %s","Data do pedido: %s"
"From","De"
"From:","De:"
"Discount ","Desconto "
"Discount","Desconto"
"Discount (%s)","Desconto (%s)"
"Discount :","Desconto :"
"Discount%s","Desconto%s"
"Sorry, no quotes are available for this order at this time.","Desculpe, nenhuma cotação está disponível para este pedido no momento."
"Invoice and Packing Slip Design","Design da fatura e do documento de entrega"
"Order Details","Detalhes do pedido"
"Document","Documento"
"Email","E-mail"
"Email Order Confirmation","E-mail de confirmação de compra"
"Invoice email sent","E-mail de fatura enviado"
"Invoice email not sent","E-mail de fatura não enviado"
"Shipment email sent","E-mail de postagem enviado"
"Shipment email not sent","E-mail de postagem não enviado"
"Credit Memo email sent","E-mail do memorando de crédito enviado"
"Credit Memo email not sent","E-mail do memorando de crédito não enviado"
"Sales Emails","E-mails de vendas"
"Edit","Editar"
"Edit Order #%s","Editar compra número %s"
"Edit Gift Messsage","Editar mensagem de presente"
"On Hold","Em espera"
"Backordered","Em espera"
"Address","Endereço"
"Billing Address","Endereço de cobrança"
"Shipping Address","Endereço de envio"
"Packingslip # ","Envelope de embalagem número"
"Shipped","Enviado"
"Shipped By","Enviado por"
"Ship","Enviar"
"Send Order Comment Email Copy To","Enviar cópia do e-mail de comentário da compra para"
"Send Invoice Comment Email Copy To","Enviar cópia do e-mail de comentário da fatura para"
"Send Shipment Comment Email Copy To","Enviar cópia do e-mail de comentário da postagem para"
"Send Credit Memo Comment Email Copy To","Enviar cópia do e-mail de comentário do memorando de crédito para"
"Send Order Email Copy To","Enviar cópia do e-mail de compra para"
"Send Invoice Email Copy To","Enviar cópia do e-mail de fatura para"
"Send Credit Memo Email Copy To","Enviar cópia do e-mail de memorando de crédito para"
"Send Shipment Email Copy To","Enviar cópia do e-mail de postagem para"
"Submit Comment","Enviar comentário"
"Submit Order","Enviar compra"
"Submit Invoice","Enviar fatura"
"Send Tracking Information","Enviar informações de rastreamento"
"Send Order Email Copy Method","Enviar método de cópia do e-mail de pedido"
"Submit Credit Memo","Enviar memorando de crédito"
"Ship to","Enviar para"
"Ship to Name","Enviar para o nome"
"Ship to First name","Enviar para o nome"
"Ship to Last name","Enviar para o sobrenome"
"SHIP TO:","ENVIAR PARA:"
"Submit Shipment","Enviar postagem"
"Shipping","Envio"
"Shipping &amp; Handling Information","Envio &amp; informações de manuseio"
"Shipping &amp; Handling","Envio &amp; manuseio"
"Shipping & Handling","Envio e manuseio"
"Shipping & Handling:","Envio e manuseio:"
"Shipping Refund","Envio reembolsado"
"Shipments","Envios"
"Invoice void problem","Erro ao anular a fatura"
"Invoice cancel problem","Erro ao cancelar a fatura"
"Invoice capture problem","Erro ao capturar a fatura"
"Error to show in shopping cart","Erro ao mostrar no carrinho de compras"
"Order saving error: %s","Erro ao salvar compra: %s"
"Item options declare error","Erro de declaração de opções do item"
"Items options declare error.","Erro de declaração de opções dos itens"
"Item qty declare error","Erro de declaração de quantidade do item"
"Multi-address error to show in shopping cart","Erro do multi-endereço para mostrar no carrinho de compras"
"Payment Failed","Erro no pagamento"
"This order no longer exists.","Esta compra não existe mais."
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","Esta mensagem será exibida no carrinho de compras quando o subtotal após o desconto é menor que o mínimo permitido"
"State/Province","Estado"
"Unknown State","Estado desconhecido"
"Excl. Tax","Excl. imposto"
"Delete","Excluir"
"Invoice","Fatura"
"Order invoice","Fatura da compra"
"Invoice can not be void","Fatura não pode ser anulada"
"Invoice can not be canceled","Fatura não pode ser cancelada"
"Invoice can not be captured","Fatura não pode ser capturada"
"Invoice #","Fatura número"
"Invoice # ","Fatura número "
"Invoice #%s","Fatura número %s"
"Invoiced","Faturado"
"Invoices","Faturas"
"Order Invoices","Faturas dos pedidos"
"Closed","Fechado"
"Placed from IP","Feito pelo IP"
"Invalid item option format","Formato da opção do item inválido"
"G.T. (Base)","G.T. (Base)"
"G.T. (Purchased)","G.T. (Comprado)"
"Customer Group","Grupo de clientes"
"Enabled","Habilitado"
"Enable","Habilitar"
"Comments History","Histórico de comentários"
"Order History","Histórico de pedidos"
"ID","ID"
"Sku","ID do produto"
"SKU","ID do produto"
"Tax","Imposto"
"Tax :","Imposto :"
"Print","Imprimir"
"Print Order","Imprimir compra"
"Print Order # %s","Imprimir compra número %s"
"Print Packingslips","Imprimir envelope de embalagem"
"Print Invoice","Imprimir fatura"
"Print Invoices","Imprimir faturas"
"Print Credit Memos","Imprimir memorandos de crédito"
"Print Shipment","Imprimir postagem"
"Print Refund","Imprimir reembolso"
"Print All Invoices","Imprimir todas as faturas"
"Print All Shipments","Imprimir todos as postagens"
"Print All Refunds","Imprimir todos os reembolsos"
"Print All","Imprimir tudo"
"Incl. Tax","Incl. imposto"
"Information","Informação"
"Order Information","Informação da compra"
"Account Information","Informações da conta"
"Shipping Information","Informações de envio"
"Shipping and Tracking Information","Informações de envio e rastreamento"
"Payment Information","Informações de pagamento"
"Item","Item"
"Items to Ship","Itens a enviar"
"Items to Invoice","Itens a faturar"
"Items to Refund","Itens a reembolsar"
"Items Shipped","Itens enviados"
"Items Invoiced","Itens faturados"
"Items Ordered","Itens pedidos"
"Items Refunded","Itens reembolsados"
"Unhold order","Liberar pedido"
"Link to the previous order","Link para a compra anterior"
"Link to the new order","Link para a nova compra"
"Wishlist","Lista de desejos"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Logo padrão. Será usado em documentos PDF e HTML.<br/>(jpeg, tiff, png)"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo para documentos HTML. Se vazio, o logo padrão será usado.<br/>(jpeg, gif, png)"
"Logo for PDF print-outs (200x50)","Logo para impressões de PDF (200x50)"
"Logo for HTML print view","Logo para visualizar impressão HTML"
"Store Credit","Loja de crédito"
"Shipping Method","Método de envio"
"Shipping Method:","Método de envio:"
"Payment Method","Método de pagamento"
"Payment Method:","Método de pagamento:"
"Creditmemo","Memorando de crédito"
"Credit Memo","Memorando de crédito"
"Order Credit Memos","Memorando de crédito do pedido"
"Credit Memo # ","Memorando de crédito número"
"Credit Memo #","Memorando de crédito número"
"Credit Memos","Memorandos de crédito"
"Message","Mensagem"
"Description message","Mensagem de descrição"
"Multi-address description message","Mensagem de descrição do multi-endereço"
"Gift Message","Mensagem de presente"
"Gift Message for this Order","Mensagem de presente para esta compra"
"Gift Message for Entire Order","Mensagem de presente para toda a compra"
"Message:","Mensagem:"
"Same As Billing Address","Mesmo que o endereço de cobrança"
"My Orders","Meus pedidos"
"My Orders - Details","Meus pedidos - detalhes"
"Mixed","Misturado"
"Invoice Email Template","Modelo de e-mail da fatura"
"Invoice Email Template for Guest","Modelo de e-mail da fatura para visitante"
"Shipment Email Template","Modelo de e-mail da postagem"
"Shipment Email Template for Guest","Modelo de e-mail da postagem para visitante"
"Order Comment Email Template","Modelo de e-mail de comentário da compra"
"Order Comment Email Template for Guest","Modelo de e-mail de comentário da compra para visitante"
"Invoice Comment Email Template","Modelo de e-mail de comentário da fatura"
"Invoice Comment Email Template for Guest","Modelo de e-mail de comentário da fatura para visitante"
"Shipment Comment Email Template","Modelo de e-mail de comentário da postagem"
"Shipment Comment Email Template for Guest","Modelo de e-mail de comentário da postagem para visitante"
"Credit Memo Comment Email Template","Modelo de e-mail de comentário do memorando de crédito"
"Credit Memo Comment Email Template for Guest","Modelo de e-mail de comentário do memorando de crédito para visitante"
"Credit Memo Email Template","Modelo de e-mail de memorando de crédito"
"Credit Memo Email Template for Guest","Modelo de e-mail de memorando de crédito para visitante"
"Invalid renderer model","Modelo de renderização inválido"
"Order Currency:","Moeda da compra:"
"Display Order ID in Header","Mostrar ID do pedido no cabeçalho"
"Move to Wishlist","Mover para a lista de desejos"
"Move to Shopping Cart","Mover para o carrinho de compras"
"Cannot create an empty shipment.","Não é possível criar uma postagem vazia"
"Not Capture","Não capturado"
"Unhold","Não está em espera"
"There are no printable documents related to selected orders","Não existem documentos que possam ser impressos relacionados a compra selecionada"
"Can not add order history.","Não foi possível adicionar histórico de compra."
"Can not create block ""%s""","Não foi possível criar bloco ""%s"""
"Can not do invoice for order.","Não foi possível fazer fatura para a compra."
"Can not do shipment for order.","Não foi possível fazer postagem para a compra."
"Can't get order instance","Não foi possível pegar o pedido"
"Can not register existing invoice","Não foi possível registrar fatura já existente"
"Can not register existing creditmemo","Não foi possível registrar memorando de crédito já existente"
"Can not register existing shipment","Não foi possível registrar postagem já existente"
"Not Notified","Não notificado"
"Number","Número"
"Tracking Number","Número de rastreamento"
"Tracking Number(s)","Número(s) de rastreamento(s)"
"No detail for number ""%s""","Nenhum detalhe para o número ""%s"""
"No items","Nenhum item"
"No Items","Nenhum item"
"No Items To Refund","Nenhum item a reembolsar"
"No ordered items","Nenhum item pedido"
"No Payment Methods","Nenhum método de pagamento"
"No shipping information available","Nenhuma informação de envio disponível"
"Name","Nome"
"Customer Name","Nome do cliente"
"From Name","Nome do destinatário"
"Product Name","Nome do produto"
"To Name","Nome o nome"
"Notified","Notificado"
"Notify Customer","Notificar cliente"
"New Order","Nova compra"
"New Order for Guest","Nova compra para visitante"
"New Order RSS","Nova compra RSS"
"New Invoice","Nova fatura"
"New Invoice for Guest","Nova fatura para visitante"
"New Shipment","Nova postagem"
"New Shipment for Guest","Nova postagem para visitante"
"New","Novo"
"New Credit Memo","Novo memorando de crédito"
"New Credit Memo for Guest","Novo memorando de crédito para visitante"
"New Order Confirmation Template","Novo modelo de confirmação de compra"
"New Order Confirmation Template for Guest","Novo modelo de confirmação de compra para visitante"
"New Order Confirmation Email Sender","Novo remetente de e-mail de confirmação de compra"
"New Status","Novo status"
"Void","Nulo"
"The item %s (SKU %s) doesn't exist in the catalog anymore","O item %s (SKU %s) não existe mais no catálogo"
"Item object is not specified.","Objeto do item não foi especificado"
"Order object is not specified.","Objeto do pedido não foi especificado."
"Source object is not specified.","Objeto fonte não está especificado."
"PDF object is not specified.","Objeto PFD não foi especificado"
"Retrieve invoice information","Obter informações da fatura"
"Retrieve invoice info","Obter informações da fatura"
"Retrieve shipment information","Obter informações de postagem"
"Retrieve shipment info","Obter informações de postagem"
"Retrieve order information","Obter informações do pedido"
"Retrieve orders info","Obter informações dos pedidos"
"Retrieve list of invoices by filters","Obter lista de faturas pelo filtro"
"Retrieve list of orders by filters","Obter lista de pedidos pelo filtro"
"Retrieve list of shipments by filters","Obter lista de postagens pelo filtro"
"Item option with code %s already exist","Opção do item com o código %s já existe"
"Custom Options","Opções personalizadas"
"Checkout totals sort order","Ordem de ordenação dos totais de finalizações de compras"
"Country","País"
"Pending Payment","Pagamento pendente"
"Paid","Pago"
"To","Para"
"To:","Para:"
"Partial","Parcial"
"Pending PayPal","PayPal pendente"
"PDF page object is not specified.","Página PFD não foi especificada"
"PDF Packingslips","PDF envelope de embalagem"
"PDF Invoices","PDF faturas"
"PDF Print-outs","PDF impressões"
"PDF Credit Memos","PDF memorando de crédito"
"Order","Pedido"
"Order #","Pedido número"
"Order # ","Pedido número "
"Orders","Pedidos"
"Recent Orders","Pedidos recentes"
"Get shipping methods and rates","Pegar métodos de envio e taxas"
"Pending","Pendente"
"Tax Percent","Percentagem de imposto"
"Allow Reorder","Permitir recompra"
"Please enter positive number in this field.","Por favor, insira um número positivo neste campo."
"Please select products to add","Por favor, selecione produtos para adicionar"
"Please select a customer","Por favor, selecione um cliente"
"Please select a store","Por favor, selecione uma loja"
"Shipment","Postagem"
"Shipment #","Postagem número"
"Shipment #%s","Postagem número %s"
"Order shipments","Postagens de pedidos"
"Order Shipments","Postagens de pedidos"
"Price","Preço"
"Tier Pricing","Preço diferenciado"
"Original Price","Preço original"
"Custom Price","Preço personalizado"
"Gift","Presente"
"Processing","Processando"
"Processing data problem","Processando problema de dados"
"Product","Produto"
"Products","Produtos"
"Recently Compared Products","Produtos comparados recentemente"
"Products in Compare List","Produtos na lista de comparação"
"Recently Viewed Products","Produtos visualizados recentemente"
"Qty","Qtde"
"QTY","QTDE"
"Amount","Quantia"
"Capture Amount","Quantia capturada"
"Qty Shipped","Quantidade de envios"
"Qty Ordered","Quantidade de pedidos"
"Total Qty","Quantidade do total"
"Qty Invoiced","Quantidade faturada"
"Invalid qty to ship for item ""%s""","Quantidade inválida para enviar o item ""%s"""
"Invalid qty to invoice item ""%s""","Quantidade inválida para faturar o item ""%s"""
"Invalid qty to refund item ""%s""","Quantidade inválida para reembolsar o item ""%s"""
"Minimum amount","Quantidade mínima"
"Minimum order amount","Quantidade mínima de pedido"
"Qty To Add","Quantidade para adicionar"
"Qty to Ship","Quantidade para enviar"
"Qty to Invoice","Quantidade para faturar"
"Qty to Refund","Quantidade para reembolsar"
"Item ordered qty","Quantidade pedida do item"
"Tracking","Rastreamento"
"Track all shipment(s)","Rastrear a(s) postagem(s)"
"Track Order","Rastrear compra"
"Track this shipment","Rastrear esta postagem"
"Track your order","Rastrear sua compra"
"Track all shipments","Rastrear todas as postagens"
"Recently Viewed","Recentemente vistos"
"Reorder","Recomprar"
"Refunded","Reembolsado"
"Refund Shipping","Reembolsar frete"
"Refund Offline","Reembolsar offline"
"Refund","Reembolso"
"Adjustment Refund","Reembolso ajustável"
"Adjustment Refund:","Reembolso ajustável:"
"Refund #","Reembolso número"
"Refund #%s","Reembolso número %s"
"Refunds","Reembolsos"
"Invoice Email Sender","Remetente do e-mail da fatura"
"Shipment Email Sender","Remetente do e-mail da postagem"
"Order Comment Email Sender","Remetente do e-mail de comentário da compra"
"Invoice Comment Email Sender","Remetente do e-mail de comentário da fatura"
"Shipment Comment Email Sender","Remetente do e-mail de comentário da postagem"
"Credit Memo Comment Email Sender","Remetente do e-mail de comentário do memorando de crédito"
"Credit Memo Email Sender","Remetente do e-mail de memorando de crédito"
"Remove","Remover"
"Remove Coupon Code","Remover código de cupom"
"Remove tracking number","Remover número de rastreamento"
"Returned","Retornado"
"Return to Stock","Retornar ao estoque"
"Save and Close Message","Salvar e fechar a mensagem"
"Save in address book","Salvar no livro de endereços"
"If empty, the default description above will be used","Se vazio, a descrição padrão acima será utilizada"
"If empty, the default error above will be used","Se vazio, o erro padrão acima será utilizado"
"Sales Emails Section","Seção de e-mails de vendas"
"Sales Section","Seção de Vendas"
"Hold","Segurar"
"Hold order","Segurar pedido"
"Select from existing customer addresses:","Selecionar endereço de um cliente já existente:"
"separate by "",""","separado por "","""
"About This Order:","Sobre esta compra:"
"About Your Order","Sobre sua compra"
"Invalid request for adding product to quote","Solicitação inválida para adicionar produto à cotação"
"Status","Status"
"Unknown Status","Status desconhecido"
"Item Status","Status do item"
"Order Status","Status do pedido"
"Subtotal:","Subtotal"
"Subtotal","Subtotal"
"Subtotal after discount","Subtotal após desconto"
"Order Subtotal:","Subtotal da compra:"
"Row Subtotal","Subtotal da linha"
"Order Subtotal","Subtotal do pedido"
"Adjustment Fee","Taxa ajustável"
"Adjustment Fee:","Taxa ajustável:"
"Title","Título"
"Telephone","Telefone"
"Comment Text","Texto do comentário"
"Grand Total","Total"
"Total %d product(s)","Total %d produto(s)"
"Grand Total to be charged","Total a ser cobrado"
"Order Totals","Total da compra"
"Order Grand Total","Total da compra"
"Total Tax","Total de impostos"
"Row Total","Total de linhas"
"Total Refund","Total de reembolso"
"Refund Totals","Total de reembolso"
"Total Due","Total devido"
"Discount Amount","Total do desconto"
"Order Total","Total do pedido"
"Total Paid","Total pago"
"Total Refunded","Total reembolsado"
"Total(ex)","Total(extra)"
"Total(inc)","Total(incorporado)"
"Grand Total:","Total:"
"Carrier","Transportadora"
"Invalid carrier specified.","Transportadora especificada inválida"
"Validate each address separately in multi-address checkout","Validar cada endereço separadamente na finalização de compra com multi-endereço"
"Shipping Amount","Valor de envio"
"Tax Amount","Valor de imposto"
"Paid Amount","Valor paga"
"Custom Value","Valor personalizado"
"Refund Amount","Valor reembolsado"
"Sales","Vendas"
"SOLD TO:","VENDIDO PARA:"
"View Order","Ver pedido"
"View All","Ver tudo"
"Order View","Visão da compra"
"Guest","Visitante"
"View","Visualizar"
"You have placed no orders.","Você não tem nenhum pedido."
"Are you sure you want to cancel this order?","Você tem certeza que deseja cancelar esta compra?"
"Are you sure?","Você tem certeza?"
"Are you sure? This order will be cancelled and a new one will be created instead","Você tem certeza? Esta compra será cancelada e uma nova será criada instantaneamente"
"Back to My Orders","Voltar aos meus pedidos"
"Website","Website"
